Problem:    type2
  3975 f[f2,13,24]  *              0             0             1 
  3976 f[f0,13,25]  *              0             0             1 
  3977 f[f1,13,25]  *              0             0             1 
  3978 f[f2,13,25]  *              0             0             1 
  3979 f[f0,13,26]  *              0             0             1 
  3980 f[f1,13,26]  *              0             0             1 
  3981 f[f2,13,26]  *              0             0             1 
  3982 f[f0,13,27]  *              0             0             1 
  3983 f[f1,13,27]  *              0             0             1 
  3984 f[f2,13,27]  *              0             0             1 
  3985 f[f0,13,28]  *              0             0             1 
  3986 f[f1,13,28]  *              0             0             1 
  3987 f[f2,13,28]  *              0             0             1 
  3988 f[f0,13,29]  *              0             0             1 
  3989 f[f1,13,29]  *              0             0             1 
  3990 f[f2,13,29]  *              0             0             1 
  3991 f[f0,13,30]  *              0             0             1 
  3992 f[f1,13,30]  *              0             0             1 
  3993 f[f2,13,30]  *              0             0             1 
  3994 f[f0,13,31]  *              0             0             1 
  3995 f[f1,13,31]  *              0             0             1 
  3996 f[f2,13,31]  *              0             0             1 
  3997 f[f0,13,32]  *              0             0             1 
  3998 f[f1,13,32]  *              0             0             1 
  3999 f[f2,13,32]  *              0             0             1 
  4000 f[f0,13,33]  *              0             0             1 
  4001 f[f1,13,33]  *              0             0             1 
  4002 f[f2,13,33]  *              0             0             1 
  4003 f[f0,13,34]  *              0             0             1 
  4004 f[f1,13,34]  *              0             0             1 
  4005 f[f2,13,34]  *              0             0             1 
  4006 f[f0,13,35]  *              0             0             1 
  4007 f[f1,13,35]  *              0             0             1 
  4008 f[f2,13,35]  *              0             0             1 
  4009 f[f0,13,36]  *              0             0             1 
  4010 f[f1,13,36]  *              0             0             1 
  4011 f[f2,13,36]  *              0             0             1 
  4012 f[f0,13,37]  *              0             0             1 
  4013 f[f1,13,37]  *              0             0             1 
  4014 f[f2,13,37]  *              0             0             1 
  4015 f[f0,13,38]  *              0             0             1 
  4016 f[f1,13,38]  *              0             0             1 
  4017 f[f2,13,38]  *              0             0             1 
  4018 f[f0,13,39]  *              0             0             1 
  4019 f[f1,13,39]  *              0             0             1 
  4020 f[f2,13,39]  *              0             0             1 
  4021 f[f0,13,40]  *              0             0             1 
  4022 f[f1,13,40]  *              0             0             1 
  4023 f[f2,13,40]  *              0             0             1 
  4024 f[f0,13,41]  *              0             0             1 
  4025 f[f1,13,41]  *              0             0             1 
  4026 f[f2,13,41]  *              0             0             1 
  4027 f[f0,13,42]  *              0             0             1 
  4028 f[f1,13,42]  *              0             0             1 
  4029 f[f2,13,42]  *              0             0             1 
  4030 f[f0,13,43]  *              0             0             1 
  4031 f[f1,13,43]  *              0             0             1 
  4032 f[f2,13,43]  *              0             0             1 
  4033 f[f0,13,44]  *              0             0             1 
  4034 f[f1,13,44]  *              0             0             1 
  4035 f[f2,13,44]  *              0             0             1 
  4036 f[f0,13,45]  *              0             0             1 
  4037 f[f1,13,45]  *              0             0             1 
  4038 f[f2,13,45]  *              0             0             1 
  4039 f[f0,13,46]  *              0             0             1 
  4040 f[f1,13,46]  *              0             0             1 
  4041 f[f2,13,46]  *              0             0             1 
  4042 f[f0,13,47]  *              0             0             1 
  4043 f[f1,13,47]  *              0             0             1 
  4044 f[f2,13,47]  *              0             0             1 
  4045 f[f0,13,48]  *              0             0             1 
  4046 f[f1,13,48]  *              0             0             1 
  4047 f[f2,13,48]  *              0             0             1 
  4048 f[f0,13,49]  *              0             0             1 
  4049 f[f1,13,49]  *              0             0             1 
  4050 f[f2,13,49]  *              0             0             1 
  4051 f[f0,13,50]  *              0             0             1 
  4052 f[f1,13,50]  *              0             0             1 
  4053 f[f2,13,50]  *              0             0             1 
  4054 f[f0,13,51]  *              0             0             1 
  4055 f[f1,13,51]  *              0             0             1 
  4056 f[f2,13,51]  *              0             0             1 
  4057 f[f0,13,52]  *              0             0             1 
  4058 f[f1,13,52]  *              0             0             1 
  4059 f[f2,13,52]  *              0             0             1 
  4060 f[f0,13,53]  *              0             0             1 
  4061 f[f1,13,53]  *              0             0             1 
  4062 f[f2,13,53]  *              0             0             1 
  4063 f[f0,13,54]  *              0             0             1 
  4064 f[f1,13,54]  *              0             0             1 
  4065 f[f2,13,54]  *              0             0             1 
  4066 f[f0,13,55]  *              0             0             1 
  4067 f[f1,13,55]  *              0             0             1 
  4068 f[f2,13,55]  *              0             0             1 
  4069 f[f0,13,56]  *              0             0             1 
  4070 f[f1,13,56]  *              0             0             1 
  4071 f[f2,13,56]  *              0             0             1 
  4072 f[f0,13,57]  *              0             0             1 
  4073 f[f1,13,57]  *              0             0             1 
  4074 f[f2,13,57]  *              0             0             1 
  4075 f[f0,13,58]  *              0             0             1 
  4076 f[f1,13,58]  *              0             0             1 
  4077 f[f2,13,58]  *              0             0             1 
  4078 f[f0,13,59]  *              0             0             1 
  4079 f[f1,13,59]  *              0             0             1 
  4080 f[f2,13,59]  *              0             0             1 
  4081 f[f0,13,60]  *              0             0             1 
  4082 f[f1,13,60]  *              0             0             1 
  4083 f[f2,13,60]  *              0             0             1 
  4084 f[f0,13,61]  *              0             0             1 
  4085 f[f1,13,61]  *              0             0             1 
  4086 f[f2,13,61]  *              0             0             1 
  4087 f[f0,13,62]  *              0             0             1 
  4088 f[f1,13,62]  *              0             0             1 
  4089 f[f2,13,62]  *              0             0             1 
  4090 f[f0,13,63]  *              0             0             1 
  4091 f[f1,13,63]  *              0             0             1 
  4092 f[f2,13,63]  *              0             0             1 
  4093 f[f0,13,64]  *              0             0             1 
  4094 f[f1,13,64]  *              0             0             1 
  4095 f[f2,13,64]  *              0             0             1 
  4096 f[f0,13,65]  *              0             0             1 
  4097 f[f1,13,65]  *              0             0             1 
  4098 f[f2,13,65]  *              0             0             1 
  4099 f[f0,13,66]  *              0             0             1 
  4100 f[f1,13,66]  *              0             0             1 
  4101 f[f2,13,66]  *              0             0             1 
  4102 f[f0,13,67]  *              0             0             1 
  4103 f[f1,13,67]  *              0             0             1 
  4104 f[f2,13,67]  *              0             0             1 
  4105 f[f0,13,68]  *              0             0             1 
  4106 f[f1,13,68]  *              0             0             1 
  4107 f[f2,13,68]  *              0             0             1 
  4108 f[f0,13,69]  *              0             0             1 
  4109 f[f1,13,69]  *              0             0             1 
  4110 f[f2,13,69]  *              0             0             1 
  4111 f[f0,13,70]  *              0             0             1 
  4112 f[f1,13,70]  *              0             0             1 
  4113 f[f2,13,70]  *              0             0             1 
  4114 f[f0,13,71]  *              0             0             1 
  4115 f[f1,13,71]  *              0             0             1 
  4116 f[f2,13,71]  *              0             0             1 
  4117 f[f0,13,72]  *              0             0             1 
  4118 f[f1,13,72]  *              0             0             1 
  4119 f[f2,13,72]  *              0             0             1 
  4120 f[f0,13,73]  *              0             0             1 
  4121 f[f1,13,73]  *              0             0             1 
  4122 f[f2,13,73]  *              0             0             1 
  4123 f[f0,13,74]  *              0             0             1 
  4124 f[f1,13,74]  *              0             0             1 
  4125 f[f2,13,74]  *              0             0             1 
  4126 f[f0,13,75]  *              0             0             1 
  4127 f[f1,13,75]  *              0             0             1 
  4128 f[f2,13,75]  *              0             0             1 
  4129 f[f0,13,76]  *              0             0             1 
  4130 f[f1,13,76]  *              0             0             1 
  4131 f[f2,13,76]  *              0             0             1 
  4132 f[f0,13,77]  *              0             0             1 
  4133 f[f1,13,77]  *              0             0             1 
  4134 f[f2,13,77]  *              0             0             1 
  4135 f[f0,13,78]  *              0             0             1 
  4136 f[f1,13,78]  *              0             0             1 
  4137 f[f2,13,78]  *              0             0             1 
  4138 f[f0,13,79]  *              0             0             1 
  4139 f[f1,13,79]  *              0             0             1 
  4140 f[f2,13,79]  *              0             0             1 
  4141 f[f0,13,80]  *              0             0             1 
  4142 f[f1,13,80]  *              0             0             1 
  4143 f[f2,13,80]  *              0             0             1 
  4144 f[f0,13,81]  *              0             0             1 
  4145 f[f1,13,81]  *              0             0             1 
  4146 f[f2,13,81]  *              0             0             1 
  4147 f[f0,13,82]  *              0             0             1 
  4148 f[f1,13,82]  *              0             0             1 
  4149 f[f2,13,82]  *              0             0             1 
  4150 f[f0,13,83]  *              0             0             1 
  4151 f[f1,13,83]  *              0             0             1 
  4152 f[f2,13,83]  *              0             0             1 
  4153 f[f0,13,84]  *              0             0             1 
  4154 f[f1,13,84]  *              0             0             1 
  4155 f[f2,13,84]  *              0             0             1 
  4156 f[f0,13,85]  *              0             0             1 
  4157 f[f1,13,85]  *              0             0             1 
  4158 f[f2,13,85]  *              0             0             1 
  4159 f[f0,13,86]  *              0             0             1 
  4160 f[f1,13,86]  *              0             0             1 
  4161 f[f2,13,86]  *              0             0             1 
  4162 f[f0,13,87]  *              0             0             1 
  4163 f[f1,13,87]  *              0             0             1 
  4164 f[f2,13,87]  *              0             0             1 
  4165 f[f0,13,88]  *              0             0             1 
  4166 f[f1,13,88]  *              0             0             1 
  4167 f[f2,13,88]  *              0             0             1 
  4168 f[f0,13,89]  *              0             0             1 
  4169 f[f1,13,89]  *              0             0             1 
  4170 f[f2,13,89]  *              0             0             1 
  4171 f[f0,13,90]  *              0             0             1 
  4172 f[f1,13,90]  *              0             0             1 
  4173 f[f2,13,90]  *              0             0             1 
  4174 f[f0,13,91]  *              0             0             1 
  4175 f[f1,13,91]  *              0             0             1 
  4176 f[f2,13,91]  *              0             0             1 
  4177 f[f0,13,92]  *              0             0             1 
  4178 f[f1,13,92]  *              0             0             1 
  4179 f[f2,13,92]  *              0             0             1 
  4180 f[f0,13,93]  *              0             0             1 
  4181 f[f1,13,93]  *              0             0             1 
  4182 f[f2,13,93]  *              0             0             1 
  4183 f[f0,13,94]  *              0             0             1 
  4184 f[f1,13,94]  *              0             0             1 
  4185 f[f2,13,94]  *              0             0             1 
  4186 f[f0,13,95]  *              0             0             1 
  4187 f[f1,13,95]  *              0             0             1 
  4188 f[f2,13,95]  *              0             0             1 
  4189 f[f0,13,96]  *              0             0             1 
  4190 f[f1,13,96]  *              0             0             1 
  4191 f[f2,13,96]  *              0             0             1 
  4192 f[f0,13,97]  *              0             0             1 
  4193 f[f1,13,97]  *              0             0             1 
  4194 f[f2,13,97]  *              0             0             1 
  4195 f[f0,13,98]  *              0             0             1 
  4196 f[f1,13,98]  *              0             0             1 
  4197 f[f2,13,98]  *              0             0             1 
  4198 f[f0,13,99]  *              0             0             1 
  4199 f[f1,13,99]  *              0             0             1 
  4200 f[f2,13,99]  *              0             0             1 
  4201 f[f0,14,0]   *              0             0             1 
  4202 f[f1,14,0]   *              0             0             1 
  4203 f[f2,14,0]   *              0             0             1 
  4204 f[f0,14,1]   *              0             0             1 
  4205 f[f1,14,1]   *              0             0             1 
  4206 f[f2,14,1]   *              0             0             1 
  4207 f[f0,14,2]   *              0             0             1 
  4208 f[f1,14,2]   *              0             0             1 
  4209 f[f2,14,2]   *              0             0             1 
  4210 f[f0,14,3]   *              0             0             1 
  4211 f[f1,14,3]   *              0             0             1 
  4212 f[f2,14,3]   *              0             0             1 
  4213 f[f0,14,4]   *              0             0             1 
  4214 f[f1,14,4]   *              0             0             1 
  4215 f[f2,14,4]   *              0             0             1 
  4216 f[f0,14,5]   *              0             0             1 
  4217 f[f1,14,5]   *              0             0             1 
  4218 f[f2,14,5]   *              0             0             1 
  4219 f[f0,14,6]   *              0             0             1 
  4220 f[f1,14,6]   *              0             0             1 
  4221 f[f2,14,6]   *              0             0             1 
  4222 f[f0,14,7]   *              0             0             1 
  4223 f[f1,14,7]   *              0             0             1 
  4224 f[f2,14,7]   *              0             0             1 
  4225 f[f0,14,8]   *              0             0             1 
  4226 f[f1,14,8]   *              0             0             1 
  4227 f[f2,14,8]   *              0             0             1 
  4228 f[f0,14,9]   *              0             0             1 
  4229 f[f1,14,9]   *              0             0             1 
  4230 f[f2,14,9]   *              0             0             1 
  4231 f[f0,14,10]  *              0             0             1 
  4232 f[f1,14,10]  *              0             0             1 
  4233 f[f2,14,10]  *              0             0             1 
  4234 f[f0,14,11]  *              0             0             1 
  4235 f[f1,14,11]  *              0             0             1 
  4236 f[f2,14,11]  *              0             0             1 
  4237 f[f0,14,12]  *              0             0             1 
  4238 f[f1,14,12]  *              0             0             1 
  4239 f[f2,14,12]  *              0             0             1 
  4240 f[f0,14,13]  *              0             0             1 
  4241 f[f1,14,13]  *              0             0             1 
  4242 f[f2,14,13]  *              0             0             1 
  4243 f[f0,14,14]  *              0             0             1 
  4244 f[f1,14,14]  *              0             0             1 
  4245 f[f2,14,14]  *              0             0             1 
  4246 f[f0,14,15]  *              0             0             1 
  4247 f[f1,14,15]  *              0             0             1 
  4248 f[f2,14,15]  *              0             0             1 
  4249 f[f0,14,16]  *              0             0             1 
  4250 f[f1,14,16]  *              0             0             1 
  4251 f[f2,14,16]  *              0             0             1 
  4252 f[f0,14,17]  *              0             0             1 
  4253 f[f1,14,17]  *              0             0             1 
  4254 f[f2,14,17]  *              0             0             1 
  4255 f[f0,14,18]  *              0             0             1 
  4256 f[f1,14,18]  *              0             0             1 
  4257 f[f2,14,18]  *              0             0             1 
  4258 f[f0,14,19]  *              0             0             1 
  4259 f[f1,14,19]  *              0             0             1 
  4260 f[f2,14,19]  *              0             0             1 
  4261 f[f0,14,20]  *              0             0             1 
  4262 f[f1,14,20]  *              0             0             1 
  4263 f[f2,14,20]  *              0             0             1 
  4264 f[f0,14,21]  *              0             0             1 
  4265 f[f1,14,21]  *              0             0             1 
  4266 f[f2,14,21]  *              0             0             1 
  4267 f[f0,14,22]  *              0             0             1 
  4268 f[f1,14,22]  *              0             0             1 
  4269 f[f2,14,22]  *              0             0             1 
  4270 f[f0,14,23]  *              0             0             1 
  4271 f[f1,14,23]  *              0             0             1 
  4272 f[f2,14,23]  *              0             0             1 
  4273 f[f0,14,24]  *              0             0             1 
  4274 f[f1,14,24]  *              0             0             1 
  4275 f[f2,14,24]  *              0             0             1 
  4276 f[f0,14,25]  *              0             0             1 
  4277 f[f1,14,25]  *              0             0             1 
  4278 f[f2,14,25]  *              0             0             1 
  4279 f[f0,14,26]  *              0             0             1 
  4280 f[f1,14,26]  *              0             0             1 
  4281 f[f2,14,26]  *              0             0             1 
  4282 f[f0,14,27]  *              0             0             1 
  4283 f[f1,14,27]  *              0             0             1 
  4284 f[f2,14,27]  *              0             0             1 
  4285 f[f0,14,28]  *              0             0             1 
  4286 f[f1,14,28]  *              0             0             1 
  4287 f[f2,14,28]  *              0             0             1 
  4288 f[f0,14,29]  *              0             0             1 
  4289 f[f1,14,29]  *              0             0             1 
  4290 f[f2,14,29]  *              0             0             1 
  4291 f[f0,14,30]  *              0             0             1 
  4292 f[f1,14,30]  *              0             0             1 
  4293 f[f2,14,30]  *              0             0             1 
  4294 f[f0,14,31]  *              0             0             1 
  4295 f[f1,14,31]  *              0             0             1 
  4296 f[f2,14,31]  *              0             0             1 
  4297 f[f0,14,32]  *              0             0             1 
  4298 f[f1,14,32]  *              0             0             1 
  4299 f[f2,14,32]  *              0             0             1 
  4300 f[f0,14,33]  *              0             0             1 
  4301 f[f1,14,33]  *              0             0             1 
  4302 f[f2,14,33]  *              0             0             1 
  4303 f[f0,14,34]  *              0             0             1 
  4304 f[f1,14,34]  *              0             0             1 
  4305 f[f2,14,34]  *              0             0             1 
  4306 f[f0,14,35]  *              0             0             1 
  4307 f[f1,14,35]  *              0             0             1 
  4308 f[f2,14,35]  *              0             0             1 
  4309 f[f0,14,36]  *              0             0             1 
  4310 f[f1,14,36]  *              0             0             1 
  4311 f[f2,14,36]  *              0             0             1 
  4312 f[f0,14,37]  *              0             0             1 
  4313 f[f1,14,37]  *              0             0             1 
  4314 f[f2,14,37]  *              0             0             1 
  4315 f[f0,14,38]  *              0             0             1 
  4316 f[f1,14,38]  *              0             0             1 
  4317 f[f2,14,38]  *              0             0             1 
  4318 f[f0,14,39]  *              0             0             1 
  4319 f[f1,14,39]  *              0             0             1 
  4320 f[f2,14,39]  *              0             0             1 
  4321 f[f0,14,40]  *              0             0             1 
  4322 f[f1,14,40]  *              0             0             1 
  4323 f[f2,14,40]  *              0             0             1 
  4324 f[f0,14,41]  *              0             0             1 
  4325 f[f1,14,41]  *              0             0             1 
  4326 f[f2,14,41]  *              0             0             1 
  4327 f[f0,14,42]  *              0             0             1 
  4328 f[f1,14,42]  *              0             0             1 
  4329 f[f2,14,42]  *              0             0             1 
  4330 f[f0,14,43]  *              0             0             1 
  4331 f[f1,14,43]  *              0             0             1 
  4332 f[f2,14,43]  *              0             0             1 
  4333 f[f0,14,44]  *              0             0             1 
  4334 f[f1,14,44]  *              0             0             1 
  4335 f[f2,14,44]  *              0             0             1 
  4336 f[f0,14,45]  *              0             0             1 
  4337 f[f1,14,45]  *              0             0             1 
  4338 f[f2,14,45]  *              0             0             1 
  4339 f[f0,14,46]  *              0             0             1 
  4340 f[f1,14,46]  *              0             0             1 
  4341 f[f2,14,46]  *              0             0             1 
  4342 f[f0,14,47]  *              0             0             1 
  4343 f[f1,14,47]  *              0             0             1 
  4344 f[f2,14,47]  *              0             0             1 
  4345 f[f0,14,48]  *              0             0             1 
  4346 f[f1,14,48]  *              0             0             1 
  4347 f[f2,14,48]  *              0             0             1 
  4348 f[f0,14,49]  *              0             0             1 
  4349 f[f1,14,49]  *              0             0             1 
  4350 f[f2,14,49]  *              0             0             1 
  4351 f[f0,14,50]  *              0             0             1 
  4352 f[f1,14,50]  *              0             0             1 
  4353 f[f2,14,50]  *              0             0             1 
  4354 f[f0,14,51]  *              0             0             1 
  4355 f[f1,14,51]  *              0             0             1 
  4356 f[f2,14,51]  *              0             0             1 
  4357 f[f0,14,52]  *              0             0             1 
  4358 f[f1,14,52]  *              0             0             1 
  4359 f[f2,14,52]  *              0             0             1 
  4360 f[f0,14,53]  *              0             0             1 
  4361 f[f1,14,53]  *              0             0             1 
  4362 f[f2,14,53]  *              0             0             1 
  4363 f[f0,14,54]  *              0             0             1 
  4364 f[f1,14,54]  *              0             0             1 
  4365 f[f2,14,54]  *              0             0             1 
  4366 f[f0,14,55]  *              0             0             1 
  4367 f[f1,14,55]  *              0             0             1 
  4368 f[f2,14,55]  *              0             0             1 
  4369 f[f0,14,56]  *              0             0             1 
  4370 f[f1,14,56]  *              0             0             1 
  4371 f[f2,14,56]  *              0             0             1 
  4372 f[f0,14,57]  *              0             0             1 
  4373 f[f1,14,57]  *              0             0             1 
  4374 f[f2,14,57]  *              0             0             1 
  4375 f[f0,14,58]  *              0             0             1 
  4376 f[f1,14,58]  *              0             0             1 
  4377 f[f2,14,58]  *              0             0             1 
  4378 f[f0,14,59]  *              0             0             1 
  4379 f[f1,14,59]  *              0             0             1 
  4380 f[f2,14,59]  *              0             0             1 
  4381 f[f0,14,60]  *              0             0             1 
  4382 f[f1,14,60]  *              0             0             1 
  4383 f[f2,14,60]  *              0             0             1 
  4384 f[f0,14,61]  *              0             0             1 
  4385 f[f1,14,61]  *              0             0             1 
  4386 f[f2,14,61]  *              0             0             1 
  4387 f[f0,14,62]  *              0             0             1 
  4388 f[f1,14,62]  *              0             0             1 
  4389 f[f2,14,62]  *              0             0             1 
  4390 f[f0,14,63]  *              0             0             1 
  4391 f[f1,14,63]  *              0             0             1 
  4392 f[f2,14,63]  *              0             0             1 
  4393 f[f0,14,64]  *              0             0             1 
  4394 f[f1,14,64]  *              0             0             1 
  4395 f[f2,14,64]  *              0             0             1 
  4396 f[f0,14,65]  *              0             0             1 
  4397 f[f1,14,65]  *              0             0             1 
  4398 f[f2,14,65]  *              0             0             1 
  4399 f[f0,14,66]  *              0             0             1 
  4400 f[f1,14,66]  *              0             0             1 
  4401 f[f2,14,66]  *              0             0             1 
  4402 f[f0,14,67]  *              0             0             1 
  4403 f[f1,14,67]  *              0             0             1 
  4404 f[f2,14,67]  *              0             0             1 
  4405 f[f0,14,68]  *              0             0             1 
  4406 f[f1,14,68]  *              0             0             1 
  4407 f[f2,14,68]  *              0             0             1 
  4408 f[f0,14,69]  *              0             0             1 
  4409 f[f1,14,69]  *              0             0             1 
  4410 f[f2,14,69]  *              0             0             1 
  4411 f[f0,14,70]  *              0             0             1 
  4412 f[f1,14,70]  *              0             0             1 
  4413 f[f2,14,70]  *              0             0             1 
  4414 f[f0,14,71]  *              0             0             1 
  4415 f[f1,14,71]  *              0             0             1 
  4416 f[f2,14,71]  *              0             0             1 
  4417 f[f0,14,72]  *              0             0             1 
  4418 f[f1,14,72]  *              0             0             1 
  4419 f[f2,14,72]  *              0             0             1 
  4420 f[f0,14,73]  *              0             0             1 
  4421 f[f1,14,73]  *              0             0             1 
  4422 f[f2,14,73]  *              0             0             1 
  4423 f[f0,14,74]  *              0             0             1 
  4424 f[f1,14,74]  *              0             0             1 
  4425 f[f2,14,74]  *              0             0             1 
  4426 f[f0,14,75]  *              0             0             1 
  4427 f[f1,14,75]  *              0             0             1 
  4428 f[f2,14,75]  *              0             0             1 
  4429 f[f0,14,76]  *              0             0             1 
  4430 f[f1,14,76]  *              0             0             1 
  4431 f[f2,14,76]  *              0             0             1 
  4432 f[f0,14,77]  *              0             0             1 
  4433 f[f1,14,77]  *              0             0             1 
  4434 f[f2,14,77]  *              0             0             1 
  4435 f[f0,14,78]  *              0             0             1 
  4436 f[f1,14,78]  *              0             0             1 
  4437 f[f2,14,78]  *              0             0             1 
  4438 f[f0,14,79]  *              0             0             1 
  4439 f[f1,14,79]  *              0             0             1 
  4440 f[f2,14,79]  *              0             0             1 
  4441 f[f0,14,80]  *              0             0             1 
  4442 f[f1,14,80]  *              0             0             1 
  4443 f[f2,14,80]  *              0             0             1 
  4444 f[f0,14,81]  *              0             0             1 
  4445 f[f1,14,81]  *              0             0             1 
  4446 f[f2,14,81]  *              0             0             1 
  4447 f[f0,14,82]  *              0             0             1 
  4448 f[f1,14,82]  *              0             0             1 
  4449 f[f2,14,82]  *              0             0             1 
  4450 f[f0,14,83]  *              0             0             1 
  4451 f[f1,14,83]  *              0             0             1 
  4452 f[f2,14,83]  *              0             0             1 
  4453 f[f0,14,84]  *              0             0             1 
  4454 f[f1,14,84]  *              0             0             1 
  4455 f[f2,14,84]  *              0             0             1 
  4456 f[f0,14,85]  *              0             0             1 
  4457 f[f1,14,85]  *              0             0             1 
  4458 f[f2,14,85]  *              0             0             1 
  4459 f[f0,14,86]  *              0             0             1 
  4460 f[f1,14,86]  *              0             0             1 
  4461 f[f2,14,86]  *              0             0             1 
  4462 f[f0,14,87]  *              0             0             1 
  4463 f[f1,14,87]  *              0             0             1 
  4464 f[f2,14,87]  *              0             0             1 
  4465 f[f0,14,88]  *              0             0             1 
  4466 f[f1,14,88]  *              0             0             1 
  4467 f[f2,14,88]  *              0             0             1 
  4468 f[f0,14,89]  *              0             0             1 
  4469 f[f1,14,89]  *              0             0             1 
  4470 f[f2,14,89]  *              0             0             1 
  4471 f[f0,14,90]  *              0             0             1 
  4472 f[f1,14,90]  *              0             0             1 
  4473 f[f2,14,90]  *              0             0             1 
  4474 f[f0,14,91]  *              0             0             1 
  4475 f[f1,14,91]  *              0             0             1 
  4476 f[f2,14,91]  *              0             0             1 
  4477 f[f0,14,92]  *              0             0             1 
  4478 f[f1,14,92]  *              0             0             1 
  4479 f[f2,14,92]  *              0             0             1 
  4480 f[f0,14,93]  *              0             0             1 
  4481 f[f1,14,93]  *              0             0             1 
  4482 f[f2,14,93]  *              0             0             1 
  4483 f[f0,14,94]  *              0             0             1 
  4484 f[f1,14,94]  *              0             0             1 
  4485 f[f2,14,94]  *              0             0             1 
  4486 f[f0,14,95]  *              0             0             1 
  4487 f[f1,14,95]  *              0             0             1 
  4488 f[f2,14,95]  *              0             0             1 
  4489 f[f0,14,96]  *              0             0             1 
  4490 f[f1,14,96]  *              0             0             1 
  4491 f[f2,14,96]  *              0             0             1 
  4492 f[f0,14,97]  *              0             0             1 
  4493 f[f1,14,97]  *              0             0             1 
  4494 f[f2,14,97]  *              0             0             1 
  4495 f[f0,14,98]  *              0             0             1 
  4496 f[f1,14,98]  *              0             0             1 
  4497 f[f2,14,98]  *              0             0             1 
  4498 f[f0,14,99]  *              0             0             1 
  4499 f[f1,14,99]  *              0             0             1 
  4500 f[f2,14,99]  *              0             0             1 
  4501 f[f0,15,0]   *              0             0             1 
  4502 f[f1,15,0]   *              0             0             1 
  4503 f[f2,15,0]   *              0             0             1 
  4504 f[f0,15,1]   *              0             0             1 
  4505 f[f1,15,1]   *              0             0             1 
  4506 f[f2,15,1]   *              0             0             1 
  4507 f[f0,15,2]   *              0             0             1 
  4508 f[f1,15,2]   *              0             0             1 
  4509 f[f2,15,2]   *              0             0             1 
  4510 f[f0,15,3]   *              0             0             1 
  4511 f[f1,15,3]   *              0             0             1 
  4512 f[f2,15,3]   *              0             0             1 
  4513 f[f0,15,4]   *              0             0             1 
  4514 f[f1,15,4]   *              0             0             1 
  4515 f[f2,15,4]   *              0             0             1 
  4516 f[f0,15,5]   *              0             0             1 
  4517 f[f1,15,5]   *              0             0             1 
  4518 f[f2,15,5]   *              0             0             1 
  4519 f[f0,15,6]   *              0             0             1 
  4520 f[f1,15,6]   *              0             0             1 
  4521 f[f2,15,6]   *              0             0             1 
  4522 f[f0,15,7]   *              0             0             1 
  4523 f[f1,15,7]   *              0             0             1 
  4524 f[f2,15,7]   *              0             0             1 
  4525 f[f0,15,8]   *              0             0             1 
  4526 f[f1,15,8]   *              0             0             1 
  4527 f[f2,15,8]   *              0             0             1 
  4528 f[f0,15,9]   *              0             0             1 
  4529 f[f1,15,9]   *              0             0             1 
  4530 f[f2,15,9]   *              0             0             1 
  4531 f[f0,15,10]  *              0             0             1 
  4532 f[f1,15,10]  *              0             0             1 
  4533 f[f2,15,10]  *              0             0             1 
  4534 f[f0,15,11]  *              0             0             1 
  4535 f[f1,15,11]  *              0             0             1 
  4536 f[f2,15,11]  *              0             0             1 
  4537 f[f0,15,12]  *              0             0             1 
  4538 f[f1,15,12]  *              0             0             1 
  4539 f[f2,15,12]  *              0             0             1 
  4540 f[f0,15,13]  *              0             0             1 
  4541 f[f1,15,13]  *              0             0             1 
  4542 f[f2,15,13]  *              0             0             1 
  4543 f[f0,15,14]  *              0             0             1 
  4544 f[f1,15,14]  *              0             0             1 
  4545 f[f2,15,14]  *              0             0             1 
  4546 f[f0,15,15]  *              0             0             1 
  4547 f[f1,15,15]  *              0             0             1 
  4548 f[f2,15,15]  *              0             0             1 
  4549 f[f0,15,16]  *              0             0             1 
  4550 f[f1,15,16]  *              0             0             1 
  4551 f[f2,15,16]  *              0             0             1 
  4552 f[f0,15,17]  *              0             0             1 
  4553 f[f1,15,17]  *              0             0             1 
  4554 f[f2,15,17]  *              0             0             1 
  4555 f[f0,15,18]  *              0             0             1 
  4556 f[f1,15,18]  *              0             0             1 
  4557 f[f2,15,18]  *              0             0             1 
  4558 f[f0,15,19]  *              0             0             1 
  4559 f[f1,15,19]  *              0             0             1 
  4560 f[f2,15,19]  *              0             0             1 
  4561 f[f0,15,20]  *              0             0             1 
  4562 f[f1,15,20]  *              0             0             1 
  4563 f[f2,15,20]  *              0             0             1 
  4564 f[f0,15,21]  *              0             0             1 
  4565 f[f1,15,21]  *              0             0             1 
  4566 f[f2,15,21]  *              0             0             1 
  4567 f[f0,15,22]  *              0             0             1 
  4568 f[f1,15,22]  *              0             0             1 
  4569 f[f2,15,22]  *              0             0             1 
  4570 f[f0,15,23]  *              0             0             1 
  4571 f[f1,15,23]  *              0             0             1 
  4572 f[f2,15,23]  *              0             0             1 
  4573 f[f0,15,24]  *              0             0             1 
  4574 f[f1,15,24]  *              0             0             1 
  4575 f[f2,15,24]  *              0             0             1 
  4576 f[f0,15,25]  *              0             0             1 
  4577 f[f1,15,25]  *              0             0             1 
  4578 f[f2,15,25]  *              0             0             1 
  4579 f[f0,15,26]  *              0             0             1 
  4580 f[f1,15,26]  *              0             0             1 
  4581 f[f2,15,26]  *              0             0             1 
  4582 f[f0,15,27]  *              0             0             1 
